Region,Incident_Date,Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total Number_of_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death
North America,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 06/30/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Western Asia,"Wed, 07/06/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 06/19/2022 - 12:00",2022,June,0.0,8.0,8,108.0,0.0,0.0,0.0,Drowning
Western Africa,"Tue, 06/21/2022 - 12:00",2022,June,0.0,8.0,8,0.0,4.0,4.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 06/25/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Thu, 06/23/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
South America,"Sun, 06/26/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Mediterranean,"Tue, 07/05/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 07/03/2022 - 12:00",2022,July,1.0,0.0,1,68.0,0.0,0.0,0.0,Drowning
Caribbean,"Tue, 06/21/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Accidental death
North America,"Thu, 06/30/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Thu, 06/30/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Tue, 07/05/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Tue, 07/05/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 06/26/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Central America,"Wed, 06/29/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Thu, 06/30/2022 - 12:00",2022,June,3.0,0.0,3,0.0,1.0,2.0,0.0,Drowning
Central America,"Sun, 07/03/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Tue, 07/05/2022 - 12:00",2022,July,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Thu, 05/26/2022 - 12:00",2022,May,3.0,0.0,3,0.0,0.0,3.0,0.0,Drowning
Central America,"Thu, 05/26/2022 - 12:00",2022,May,0.0,1.0,1,0.0,0.0,0.0,0.0,Drowning
Northern Africa,"Mon, 07/11/2022 - 12:00",2022,July,13.0,0.0,13,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Western Asia,"Sat, 07/09/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,1.0,0.0,Drowning
Europe,"Sat, 06/25/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Western Africa,"Thu, 06/30/2022 - 12:00",2022,June,10.0,0.0,10,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Thu, 07/14/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Eastern Africa,"Thu, 06/09/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
Eastern Africa,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Eastern Africa,"Sun, 06/26/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,Mixed or unknown
Eastern Africa,"Fri, 06/24/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Eastern Africa,"Wed, 06/15/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Eastern Africa,"Fri, 06/10/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 06/16/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Thu, 07/07/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Sun, 07/10/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
South America,"Mon, 07/11/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
South America,"Mon, 07/11/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
North America,"Sat, 06/18/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Mon, 07/11/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Tue, 07/05/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Tue, 07/05/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Northern Africa,"Thu, 07/14/2022 - 12:00",2022,July,2.0,0.0,2,49.0,1.0,0.0,1.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 07/20/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 07/16/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Thu, 06/23/2022 - 12:00",2022,June,0.0,14.0,14,60.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 07/06/2022 - 12:00",2022,July,3.0,0.0,3,25.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 07/09/2022 - 12:00",2022,July,0.0,29.0,29,1.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 07/08/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sun, 07/03/2022 - 12:00",2022,July,2.0,0.0,2,0.0,2.0,0.0,1.0,Drowning
Central America,"Fri, 07/15/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Fri, 07/15/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Fri, 07/15/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Mon, 07/18/2022 - 12:00",2022,July,2.0,0.0,2,35.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Mon, 07/18/2022 - 12:00",2022,July,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Mon, 07/18/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,1.0,Vehicle accident / death linked to hazardous transport
North America,"Tue, 07/19/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
South-eastern Asia,"Sat, 07/16/2022 - 12:00",2022,July,2.0,0.0,2,13.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Thu, 07/07/2022 - 12:00",2022,July,9.0,0.0,9,43.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Sun, 07/24/2022 - 12:00",2022,July,2.0,0.0,2,109.0,0.0,2.0,0.0,Drowning
Mediterranean,"Sun, 07/24/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 07/24/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
Mediterranean,"Sun, 07/24/2022 - 12:00",2022,July,0.0,2.0,2,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 07/23/2022 - 12:00",2022,July,5.0,0.0,5,674.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Mon, 07/25/2022 - 12:00",2022,July,1.0,5.0,6,35.0,0.0,0.0,0.0,Drowning
Mediterranean,"Mon, 07/25/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,1.0,Drowning
Northern Africa,"Mon, 07/25/2022 - 12:00",2022,July,6.0,0.0,6,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Mon, 07/25/2022 - 12:00",2022,July,8.0,0.0,8,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 07/27/2022 - 12:00",2022,July,0.0,12.0,12,2.0,0.0,0.0,0.0,Drowning
Caribbean,"Sun, 07/24/2022 - 12:00",2022,July,17.0,0.0,17,25.0,15.0,1.0,1.0,Drowning
Western Asia,"Sun, 07/24/2022 - 12:00",2022,July,1.0,0.0,1,3.0,0.0,0.0,0.0,Violence
Mediterranean,"Wed, 07/27/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 07/27/2022 - 12:00",2022,July,2.0,0.0,2,23.0,0.0,0.0,0.0,Drowning
Mediterranean,"Fri, 07/29/2022 - 12:00",2022,July,0.0,26.0,26,4.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 07/27/2022 - 12:00",2022,July,15.0,0.0,15,47.0,5.0,8.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Wed, 07/27/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Caribbean,"Thu, 07/28/2022 - 12:00",2022,July,5.0,0.0,5,68.0,0.0,0.0,0.0,Drowning
Mediterranean,"Tue, 07/26/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Fri, 05/27/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
North America,"Thu, 06/09/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Fri, 07/15/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sat, 07/16/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 07/19/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
North America,"Tue, 07/19/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Caribbean,"Sun, 07/24/2022 - 12:00",2022,July,17.0,3.0,20,25.0,14.0,1.0,2.0,Drowning
Central America,"Wed, 07/20/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Fri, 07/22/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Fri, 07/22/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
North America,"Fri, 07/22/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 07/18/2022 - 12:00",2022,July,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Wed, 07/27/2022 - 12:00",2022,July,2.0,0.0,2,11.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Thu, 06/23/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Mon, 07/11/2022 - 12:00",2022,July,1.0,0.0,1,3.0,0.0,0.0,0.0,Drowning
North America,"Sun, 07/24/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,1.0,Sickness / lack of access to adequate healthcare
North America,"Mon, 06/27/2022 - 12:00",2022,June,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Northern Africa,"Mon, 02/21/2022 - 12:00",2022,February,2.0,0.0,2,3.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Tue, 02/22/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Northern Africa,"Thu, 03/03/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Northern Africa,"Fri, 03/04/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Northern Africa,"Mon, 03/14/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,Accidental death
Northern Africa,"Wed, 03/23/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Northern Africa,"Sat, 06/11/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Mediterranean,"Thu, 08/04/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Western Africa,"Fri, 08/05/2022 - 12:00",2022,August,2.0,0.0,2,116.0,0.0,2.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Sat, 08/06/2022 - 12:00",2022,August,2.0,5.0,7,8.0,0.0,0.0,0.0,Drowning
Europe,"Fri, 08/05/2022 - 12:00",2022,August,3.0,0.0,3,12.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Tue, 08/09/2022 - 12:00",2022,August,6.0,8.0,14,6.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 08/03/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Tue, 08/09/2022 - 12:00",2022,August,3.0,1.0,4,8.0,0.0,0.0,0.0,Drowning
South-eastern Asia,"Mon, 08/08/2022 - 12:00",2022,August,1.0,0.0,1,35.0,0.0,1.0,0.0,Drowning
Europe,"Thu, 07/21/2022 - 12:00",2022,July,1.0,0.0,1,3.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Sat, 07/30/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Wed, 08/10/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,1.0,1.0,Drowning
Central America,"Wed, 08/10/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Wed, 08/10/2022 - 12:00",2022,August,0.0,31.0,31,29.0,0.0,0.0,0.0,Drowning
Mediterranean,"Thu, 08/11/2022 - 12:00",2022,August,8.0,2.0,10,20.0,3.0,0.0,4.0,Drowning
Northern Africa,"Thu, 08/11/2022 - 12:00",2022,August,1.0,0.0,1,62.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Wed, 08/10/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Mediterranean,"Tue, 08/09/2022 - 12:00",2022,August,1.0,0.0,1,38.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 08/04/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
North America,"Tue, 08/09/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Tue, 08/09/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Thu, 08/11/2022 - 12:00",2022,August,3.0,0.0,3,0.0,0.0,3.0,0.0,Accidental death
Eastern Africa,"Sun, 07/10/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Central America,"Mon, 08/08/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Fri, 07/29/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Sat, 07/30/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Mon, 08/01/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 08/01/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Mixed or unknown
North America,"Sun, 08/07/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sun, 07/31/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Sun, 07/31/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Tue, 08/02/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Sun, 07/31/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Mon, 06/20/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 08/04/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Thu, 08/04/2022 - 12:00",2022,August,1.0,0.0,1,5.0,0.0,0.0,0.0,Accidental death
Central America,"Wed, 08/03/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 08/03/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
North America,"Thu, 06/02/2022 - 12:00",2022,June,2.0,0.0,2,0.0,0.0,2.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Fri, 08/05/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Sat, 08/06/2022 - 12:00",2022,August,1.0,0.0,1,20.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Thu, 08/11/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Northern Africa,"Tue, 08/09/2022 - 12:00",2022,August,15.0,2.0,17,9.0,0.0,15.0,2.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Mon, 08/08/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Mon, 08/08/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Mon, 08/08/2022 - 12:00",2022,August,0.0,1.0,1,0.0,0.0,0.0,1.0,Drowning
Europe,"Sat, 08/13/2022 - 12:00",2022,August,1.0,0.0,1,17.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Sat, 08/13/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Europe,"Sat, 08/13/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 08/12/2022 - 12:00",2022,August,3.0,0.0,3,10.0,2.0,0.0,1.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 08/12/2022 - 12:00",2022,August,2.0,0.0,2,0.0,2.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 08/12/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 08/12/2022 - 12:00",2022,August,2.0,0.0,2,0.0,2.0,0.0,1.0,Vehicle accident / death linked to hazardous transport
Europe,"Thu, 08/04/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Europe,"Wed, 07/27/2022 - 12:00",2022,July,3.0,0.0,3,0.0,0.0,0.0,0.0,Mixed or unknown
Europe,"Sun, 08/07/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Tue, 08/09/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Fri, 08/12/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Northern Africa,"Sun, 08/14/2022 - 12:00",2022,August,3.0,0.0,3,45.0,0.0,3.0,0.0,Drowning
North America,"Mon, 08/15/2022 - 12:00",2022,August,1.0,0.0,1,7.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
North America,"Sun, 08/14/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Tue, 08/16/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South-eastern Asia,"Wed, 08/17/2022 - 12:00",2022,August,3.0,0.0,3,30.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Tue, 05/31/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sun, 05/08/2022 - 12:00",2022,May,0.0,3.0,3,0.0,0.0,3.0,0.0,Drowning
Europe,"Fri, 08/19/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
North America,"Tue, 08/02/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Tue, 07/19/2022 - 12:00",2022,July,0.0,1.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Mon, 07/18/2022 - 12:00",2022,July,1.0,0.0,1,1.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Wed, 08/17/2022 - 12:00",2022,August,1.0,0.0,1,2.0,0.0,1.0,0.0,Drowning
North America,"Sun, 07/17/2022 - 12:00",2022,July,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
North America,"Tue, 05/17/2022 - 12:00",2022,May,0.0,1.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Fri, 08/19/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Central America,"Thu, 08/18/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Wed, 08/17/2022 - 12:00",2022,August,3.0,0.0,3,0.0,0.0,3.0,0.0,Drowning
Europe,"Sun, 08/21/2022 - 12:00",2022,August,14.0,0.0,14,3.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Caribbean,"Sun, 08/21/2022 - 12:00",2022,August,2.0,0.0,2,16.0,1.0,1.0,0.0,Drowning
Mediterranean,"Fri, 08/19/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Sat, 08/20/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Mixed or unknown
Northern Africa,"Mon, 08/22/2022 - 12:00",2022,August,6.0,3.0,9,38.0,0.0,3.0,0.0,Drowning
Northern Africa,"Mon, 08/22/2022 - 12:00",2022,August,0.0,9.0,9,0.0,0.0,0.0,0.0,Drowning
North America,"Sun, 08/21/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Tue, 08/23/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,1.0,Drowning
North America,"Tue, 08/23/2022 - 12:00",2022,August,2.0,0.0,2,2.0,0.0,2.0,1.0,Drowning
Mediterranean,"Tue, 08/23/2022 - 12:00",2022,August,5.0,0.0,5,0.0,1.0,4.0,1.0,Drowning
Mediterranean,"Sun, 08/21/2022 - 12:00",2022,August,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Northern Africa,"Wed, 08/10/2022 - 12:00",2022,August,6.0,0.0,6,1.0,2.0,0.0,4.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Tue, 08/23/2022 - 12:00",2022,August,1.0,0.0,1,346.0,0.0,1.0,0.0,Accidental death
Central America,"Sun, 08/21/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Northern Africa,"Sun, 08/14/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,1.0,Mixed or unknown
Europe,"Fri, 08/19/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Western Asia,"Tue, 08/09/2022 - 12:00",2022,August,0.0,1.0,1,0.0,0.0,1.0,1.0,Drowning
Europe,"Thu, 08/11/2022 - 12:00",2022,August,2.0,0.0,2,0.0,0.0,0.0,0.0,Mixed or unknown
Europe,"Sat, 08/13/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Europe,"Thu, 08/11/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Western Asia,"Sat, 08/20/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Sun, 08/14/2022 - 12:00",2022,August,0.0,7.0,7,2.0,1.0,0.0,1.0,Drowning
North America,"Mon, 08/15/2022 - 12:00",2022,August,1.0,0.0,1,6.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Thu, 08/18/2022 - 12:00",2022,August,1.0,0.0,1,0.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 08/05/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 08/21/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South America,"Wed, 08/17/2022 - 12:00",2022,August,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
